"Competition_Name","Gender","Country","Season_End_Year","Round","Wk","Day","Date","Time","Home","HomeGoals","Away","AwayGoals","Attendance","Venue","Referee","Notes","MatchURL","Home_xG","Away_xG"
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"20:45","Austria at",6,"tr Türkiye",1,38500,"Ernst-Happel-Stadion","Daniele Chiffi","","https://fbref.com/en/matches/21d76e8f/Austria-Turkiye-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"20:45","Luxembourg lu",2,"kz Kazakhstan",1,8720,"Stade de Luxembourg","Christian Dingert","","https://fbref.com/en/matches/fbdb2625/Luxembourg-Kazakhstan-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"20:45","Slovenia si",2,"pt Portugal",0,16432,"Stadion Stožice","Irfan Peljto","","https://fbref.com/en/matches/fc9ef120/Slovenia-Portugal-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"21:00","France fr",3,"cl Chile",2,NA,"Orange Vélodrome","Anthony Taylor","","https://fbref.com/en/matches/2bc4d06c/France-Chile-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"21:00","Nigeria ng",0,"ml Mali",2,NA,"Grand Stade de Marrakech (Neutral Site)","Samir Guezzaz","","https://fbref.com/en/matches/74ba6e20/Nigeria-Mali-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"21:30","Spain es",3,"br Brazil",3,NA,"Estadio Santiago Bernabéu","António Nobre","","https://fbref.com/en/matches/f47f2579/Spain-Brazil-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"22:00","Burkina Faso bf",1,"ne Niger",1,NA,"Stade Municipal de Berrechid (Neutral Site)","Redouane Jiyed","","https://fbref.com/en/matches/405a6cf7/Burkina-Faso-Niger-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"22:00","Morocco ma",0,"mr Mauritania",0,NA,"Grand Stade d'Agadir","Mohamed Ali Moussa","","https://fbref.com/en/matches/a13022c9/Morocco-Mauritania-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-03-26,"22:00","Togo tg",1,"ly Libya",1,NA,"Stade Père-Jégo (Neutral Site)","Hicham Tamssamani","","https://fbref.com/en/matches/fa6b178f/Togo-Libya-March-26-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-03,"18:00","Gibraltar gi",0,"sct Scotland",2,NA,"Estádio Algarve (Neutral Site)","Jamie Robinson","","https://fbref.com/en/matches/2fdd5b7e/Gibraltar-Scotland-June-3-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-03,"19:00","Croatia hr",3,"mk N. Macedonia",0,8030,"Stadion HNK Rijeka","Matej Jug","","https://fbref.com/en/matches/a06249ff/Croatia-North-Macedonia-June-3-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-03,"19:45","England eng",3,"ba Bosnia & Herz'na",0,50061,"St James' Park","Rohit Saggi","","https://fbref.com/en/matches/43e013da/England-Bosnia-and-Herzegovina-June-3-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-03,"20:00","Albania al",3,"li Liechtenstein",0,200,"Haladás Stadion (Neutral Site)","Bence Csonka","","https://fbref.com/en/matches/bbdfb5c6/Albania-Liechtenstein-June-3-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-03,"20:45","Germany de",0,"ua Ukraine",0,42789,"Max-Morlock-Stadion","Walter Altmann","","https://fbref.com/en/matches/2e552e57/Germany-Ukraine-June-3-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-04,"18:00","Slovenia si",2,"am Armenia",1,8389,"Stadion Stožice","Andreas Argyrou","","https://fbref.com/en/matches/22e77238/Slovenia-Armenia-June-4-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-04,"19:45","Rep. of Ireland ie",2,"hu Hungary",1,29424,"Aviva Stadium","Luís Godinho","","https://fbref.com/en/matches/a6164a65/Republic-of-Ireland-Hungary-June-4-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-04,"19:45","Portugal pt",4,"fi Finland",2,19834,"Estádio José Alvalade","Christian-Petru Ciochirca","","https://fbref.com/en/matches/e14994e2/Portugal-Finland-June-4-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-04,"20:15","Switzerland ch",4,"ee Estonia",0,14473,"swissporarena","Kyriakos Athanasiou","","https://fbref.com/en/matches/d338f698/Switzerland-Estonia-June-4-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-04,"20:45","Austria at",2,"rs Serbia",1,37800,"Ernst-Happel-Stadion","António Nobre","","https://fbref.com/en/matches/d63a44dc/Austria-Serbia-June-4-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-04,"21:00","Italy it",0,"tr Türkiye",0,25012,"Stadio Renato Dall'Ara","Sebastian Gishamer","","https://fbref.com/en/matches/95d471df/Italy-Turkiye-June-4-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-04,"21:30","Romania ro",0,"bg Bulgaria",0,19000,"Stadionul Steaua","Atilla Karaoğlan","","https://fbref.com/en/matches/32033cac/Romania-Bulgaria-June-4-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Wed",2024-06-05,"18:00","Slovakia sk",4,"sm San Marino",0,452,"Wiener Neustadt Ergo Arena (Neutral Site)","Julian Weinberger","","https://fbref.com/en/matches/8728e89f/Slovakia-San-Marino-June-5-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Wed",2024-06-05,"19:00","Norway no",3,"xk Kosovo",0,19634,"Ullevaal Stadion","Mikkel Redder","","https://fbref.com/en/matches/083b2c08/Norway-Kosovo-June-5-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Wed",2024-06-05,"19:00","Denmark dk",2,"se Sweden",1,35522,"Parken","Kristoffer Hagenes","","https://fbref.com/en/matches/cdba4515/Denmark-Sweden-June-5-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Wed",2024-06-05,"19:00","Mexico mx",0,"uy Uruguay",4,57862,"Empower Field at Mile High (Neutral Site)","Oshane Nation","","https://fbref.com/en/matches/4bf89490/Mexico-Uruguay-June-5-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Wed",2024-06-05,"20:30","Belgium be",2,"me Montenegro",0,19246,"Stade Roi Baudouin","Kristoffer Karlsson","","https://fbref.com/en/matches/42f317a3/Belgium-Montenegro-June-5-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Wed",2024-06-05,"21:00","France fr",3,"lu Luxembourg",0,25590,"Stade Saint-Symphorien","Lawrence Visser","","https://fbref.com/en/matches/9b71064e/France-Luxembourg-June-5-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Wed",2024-06-05,"21:30","Spain es",5,"ad Andorra",0,14300,"Estadio Municipal Nuevo Vivero","Gustavo Correia","","https://fbref.com/en/matches/4482be20/Spain-Andorra-June-5-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Thu",2024-06-06,"17:00","Gibraltar gi",0,"wls Wales",0,NA,"Estádio Algarve (Neutral Site)","Jamie Robinson","","https://fbref.com/en/matches/24380615/Gibraltar-Wales-June-6-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Thu",2024-06-06,"20:45","Netherlands nl",4,"ca Canada",0,36060,"Stadion Feijenoord","Rohit Saggi","","https://fbref.com/en/matches/a9595ceb/Netherlands-Canada-June-6-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"17:30","Czechia cz",7,"mt Malta",1,NA,"Greisbergers Betten-Arena (Neutral Site)","Stefan Ebner","","https://fbref.com/en/matches/ab95455b/Czechia-Malta-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"18:00","Cambodia kh",2,"mn Mongolia",0,15000,"Phnom Penh National Olympic Stadium","Warintorn Sassadee","","https://fbref.com/en/matches/858d9781/Cambodia-Mongolia-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"19:00","Albania al",3,"az Azerbaijan",1,NA,"Haladás Stadion (Neutral Site)","Mihály Káprály","","https://fbref.com/en/matches/3bc19d07/Albania-Azerbaijan-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"19:30","Peru pe",0,"py Paraguay",0,60000,"Estadio Monumental U Marathon","Guillermo Guerrero","","https://fbref.com/en/matches/dc54ee34/Peru-Paraguay-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"19:45","Scotland sct",2,"fi Finland",2,40159,"Hampden Park","Łukasz Kuźma","","https://fbref.com/en/matches/8213213f/Scotland-Finland-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"19:45","England eng",0,"is Iceland",1,81410,"Wembley Stadium connected by EE","Davide Massa","","https://fbref.com/en/matches/932ff5e7/England-Iceland-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"20:00","Armenia am",2,"kz Kazakhstan",1,NA,"Vazgen Sargsyan anvan Hanrapetakan Marza...","Goga Kikacheishvili","","https://fbref.com/en/matches/7a4359c1/Armenia-Kazakhstan-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"20:45","Poland pl",3,"ua Ukraine",1,47013,"PGE Narodowy","Andy Madley","","https://fbref.com/en/matches/38d89fad/Poland-Ukraine-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"20:45","Germany de",2,"gr Greece",1,45488,"Stadion im Borussia-Park","José Luis Munuera","","https://fbref.com/en/matches/e14cc21a/Germany-Greece-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Fri",2024-06-07,"21:00","Romania ro",0,"li Liechtenstein",0,25097,"Stadionul Steaua","Menelaos Antoniou","","https://fbref.com/en/matches/f2b607d3/Romania-Liechtenstein-June-7-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"15:00","Slovenia si",1,"bg Bulgaria",1,11037,"Stadion Stožice","Arda Kardeşler","","https://fbref.com/en/matches/a1a06d43/Slovenia-Bulgaria-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"17:37","United States us",1,"co Colombia",5,55494,"Commanders Field","Fernando Hernández","","https://fbref.com/en/matches/dfe60a21/United-States-Colombia-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"17:45","Portugal pt",1,"hr Croatia",2,NA,"Estádio Nacional","Harm Osmers","","https://fbref.com/en/matches/f2d309b2/Portugal-Croatia-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"18:00","Sweden se",0,"rs Serbia",3,46956,"Friends Arena","Jasper Vergoote","","https://fbref.com/en/matches/19fe6042/Sweden-Serbia-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"18:00","Hungary hu",3,"il Israel",0,19900,"Nagyerdei Stadion","Cláudio Pereira","","https://fbref.com/en/matches/6ba15f55/Hungary-Israel-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"18:00","Switzerland ch",1,"at Austria",1,18731,"Kybunpark","Maria Sole Ferrieri Caputi","","https://fbref.com/en/matches/abc613a8/Switzerland-Austria-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"19:00","Moldova md",3,"cy Cyprus",2,4000,"Stadionul Zimbru","Denys Shurman","","https://fbref.com/en/matches/ecb15542/Moldova-Cyprus-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"19:30","Denmark dk",3,"no Norway",1,23390,"Brøndby Stadion","Stéphanie Frappart","","https://fbref.com/en/matches/374687b1/Denmark-Norway-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"19:30","Mexico mx",2,"br Brazil",3,85249,"Kyle Field (Neutral Site)","Lukasz Szpala","","https://fbref.com/en/matches/df95da27/Mexico-Brazil-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"20:00","Belgium be",3,"lu Luxembourg",0,35287,"Stade Roi Baudouin","Paweł Raczkowski","","https://fbref.com/en/matches/879d35ed/Belgium-Luxembourg-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"20:15","Brunei bn",1,"lk Sri Lanka",0,500,"Stadium Negara Hassanal Bolkiah","Torphong Somsing","","https://fbref.com/en/matches/e8c3bb47/Brunei-Darussalam-Sri-Lanka-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sat",2024-06-08,"21:30","Spain es",5,"nir Northern Ireland",1,19200,"Estadi Mallorca Son Moix","Bastien Dechepy","","https://fbref.com/en/matches/05d97421/Spain-Northern-Ireland-June-8-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sun",2024-06-09,"18:00","Argentina ar",1,"ec Ecuador",0,51096,"Soldier Field (Neutral Site)","Drew Fischer","","https://fbref.com/en/matches/967ddddb/Argentina-Ecuador-June-9-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sun",2024-06-09,"20:45","Montenegro me",1,"ge Georgia",3,3500,"Stadion Pod Goricom","Aleksandar Stavrev","","https://fbref.com/en/matches/0f4d9c4a/Montenegro-Georgia-June-9-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sun",2024-06-09,"20:45","Italy it",1,"ba Bosnia & Herz'na",0,NA,"Stadio Carlo Castellani","Chrysovalantis Theouli","","https://fbref.com/en/matches/5d60c1cb/Italy-Bosnia-and-Herzegovina-June-9-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sun",2024-06-09,"20:45","Slovakia sk",4,"wls Wales",0,6348,"City Arena Trnava","Daniel Stefański","","https://fbref.com/en/matches/c4c780e2/Slovakia-Wales-June-9-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Sun",2024-06-09,"21:15","France fr",0,"ca Canada",0,40835,"Stade Matmut-Atlantique","Fábio Veríssimo","","https://fbref.com/en/matches/c2178e11/France-Canada-June-9-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-10,"18:00","Czechia cz",2,"mk N. Macedonia",1,8864,"Všesportovní stadion","Michal Očenáš","","https://fbref.com/en/matches/80228b89/Czechia-North-Macedonia-June-10-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-10,"20:45","Poland pl",2,"tr Türkiye",1,48677,"PGE Narodowy","Balázs Berke","","https://fbref.com/en/matches/14878bbf/Poland-Turkiye-June-10-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Mon",2024-06-10,"20:45","Netherlands nl",4,"is Iceland",0,NA,"Stadion Feijenoord","Evangelos Manouchos","","https://fbref.com/en/matches/37b8c820/Netherlands-Iceland-June-10-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-11,"16:00","Azerbaijan az",3,"kz Kazakhstan",2,NA,"Haladás Stadion (Neutral Site)","Bence Csonka","","https://fbref.com/en/matches/c65ab4ea/Azerbaijan-Kazakhstan-June-11-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-11,"17:00","Mongolia mn",2,"kh Cambodia",1,NA,"Football Centre MFF","Tam Ping Wun","","https://fbref.com/en/matches/289261e7/Mongolia-Cambodia-June-11-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-11,"18:00","Malta mt",0,"gr Greece",2,500,"Greisbergers Betten-Arena (Neutral Site)","Alan Kijas","","https://fbref.com/en/matches/230a9d8e/Malta-Greece-June-11-2024-Friendlies-M",NA,NA
"International Friendlies (M)","M",NA,2024,NA,NA,"Tue",2024-06-11,"18:00","San Marino sm",1,"cy Cyprus",4,358,"San Marino Stadium","Ishmael Barbara","","https://fbref.com/en/matches/4241ca2c/San-Marino-Cyprus-June-11-2024-Friendlies-M",NA,NA
